_id,id_anime,id_genre
ObjectId(5b21601931765d2a2ce8b98b),5b201e4c40182d3e18c96f75,5b213cab2fa0bc25e428a6c9
ObjectId(5b21601631765d2a2ce8b987),5b201e4c40182d3e18c96f75,5b213ca82fa0bc25e428a6c4
ObjectId(5b21601531765d2a2ce8b985),5b201e4c40182d3e18c96f75,5b213ca72fa0bc25e428a6c3
ObjectId(5b21601e31765d2a2ce8b991),5b201d7040182d3e18c96edc,5b213cb22fa0bc25e428a6d4
ObjectId(5b21601c31765d2a2ce8b98f),5b201d7040182d3e18c96edc,5b213ca82fa0bc25e428a6c4
ObjectId(5b21601b31765d2a2ce8b98d),5b201d7040182d3e18c96edc,5b213ca72fa0bc25e428a6c3
ObjectId(5b21602031765d2a2ce8b995),5b201d9740182d3e18c96ef9,5b213cb02fa0bc25e428a6d2
ObjectId(5b21602431765d2a2ce8b998),5b201d9740182d3e18c96ef9,5b213cad2fa0bc25e428a6cc
ObjectId(5b21602231765d2a2ce8b997),5b201d9740182d3e18c96ef9,5b213caa2fa0bc25e428a6c8
ObjectId(5b21601f31765d2a2ce8b993),5b201d9740182d3e18c96ef9,5b213ca72fa0bc25e428a6c3
ObjectId(5b21602731765d2a2ce8b99e),5b201d9d40182d3e18c96efd,5b213cb12fa0bc25e428a6d3
ObjectId(5b21602631765d2a2ce8b99c),5b201d9d40182d3e18c96efd,5b213cad2fa0bc25e428a6cd
ObjectId(5b21602531765d2a2ce8b99a),5b201d9d40182d3e18c96efd,5b213ca92fa0bc25e428a6c6
ObjectId(5b21602c31765d2a2ce8b9a4),5b201d6a40182d3e18c96ed7,5b213cae2fa0bc25e428a6ce
ObjectId(5b21602b31765d2a2ce8b9a2),5b201d6a40182d3e18c96ed7,5b213ca92fa0bc25e428a6c6
ObjectId(5b21602931765d2a2ce8b9a0),5b201d6a40182d3e18c96ed7,5b213ca72fa0bc25e428a6c3
ObjectId(5b21603131765d2a2ce8b9aa),5b201da440182d3e18c96f02,5b213cb42fa0bc25e428a6d7
ObjectId(5b21602f31765d2a2ce8b9a8),5b201da440182d3e18c96f02,5b213cb32fa0bc25e428a6d5
ObjectId(5b21603231765d2a2ce8b9ac),5b201da440182d3e18c96f02,5b213cad2fa0bc25e428a6cd
ObjectId(5b21603331765d2a2ce8b9ae),5b201da440182d3e18c96f02,5b213caa2fa0bc25e428a6c8
ObjectId(5b21602d31765d2a2ce8b9a6),5b201da440182d3e18c96f02,5b213ca82fa0bc25e428a6c5
ObjectId(5b21603731765d2a2ce8b9b1),5b201db640182d3e18c96f0f,5b213cb22fa0bc25e428a6d4
ObjectId(5b21603931765d2a2ce8b9b3),5b201db640182d3e18c96f0f,5b213caa2fa0bc25e428a6c8
ObjectId(5b21603531765d2a2ce8b9af),5b201db640182d3e18c96f0f,5b213ca72fa0bc25e428a6c3
ObjectId(5b21604031765d2a2ce8b9bd),5b201e2d40182d3e18c96f60,5b213cb42fa0bc25e428a6d8
ObjectId(5b21603f31765d2a2ce8b9bb),5b201e2d40182d3e18c96f60,5b213cb22fa0bc25e428a6d4
ObjectId(5b21604131765d2a2ce8b9bf),5b201e2d40182d3e18c96f60,5b213cb12fa0bc25e428a6d3
ObjectId(5b21603d31765d2a2ce8b9b9),5b201e2d40182d3e18c96f60,5b213ca82fa0bc25e428a6c5
ObjectId(5b21603b31765d2a2ce8b9b7),5b201e2d40182d3e18c96f60,5b213ca82fa0bc25e428a6c4
ObjectId(5b21603a31765d2a2ce8b9b5),5b201e2d40182d3e18c96f60,5b213ca72fa0bc25e428a6c3
ObjectId(5b21604831765d2a2ce8b9c7),5b201d8840182d3e18c96eee,5b213cb42fa0bc25e428a6d8
ObjectId(5b21604631765d2a2ce8b9c5),5b201d8840182d3e18c96eee,5b213cb22fa0bc25e428a6d4
ObjectId(5b21604431765d2a2ce8b9c3),5b201d8840182d3e18c96eee,5b213ca82fa0bc25e428a6c5
ObjectId(5b21604331765d2a2ce8b9c1),5b201d8840182d3e18c96eee,5b213ca72fa0bc25e428a6c3
ObjectId(5b21604e31765d2a2ce8b9ce),5b201d8540182d3e18c96eec,5b213cb22fa0bc25e428a6d4
ObjectId(5b21604c31765d2a2ce8b9cc),5b201d8540182d3e18c96eec,5b213ca92fa0bc25e428a6c6
ObjectId(5b21604a31765d2a2ce8b9cb),5b201d8540182d3e18c96eec,5b213ca82fa0bc25e428a6c4
ObjectId(5b21604931765d2a2ce8b9c9),5b201d8540182d3e18c96eec,5b213ca72fa0bc25e428a6c3
ObjectId(5b21605031765d2a2ce8b9d2),5b201dd640182d3e18c96f25,5b213cb22fa0bc25e428a6d4
ObjectId(5b21605131765d2a2ce8b9d4),5b201dd640182d3e18c96f25,5b213caa2fa0bc25e428a6c8
ObjectId(5b21604f31765d2a2ce8b9d0),5b201dd640182d3e18c96f25,5b213ca72fa0bc25e428a6c3
ObjectId(5b21605931765d2a2ce8b9de),5b201dd340182d3e18c96f23,5b213cb42fa0bc25e428a6d8
ObjectId(5b21605631765d2a2ce8b9da),5b201dd340182d3e18c96f23,5b213cae2fa0bc25e428a6ce
ObjectId(5b21605831765d2a2ce8b9dc),5b201dd340182d3e18c96f23,5b213caa2fa0bc25e428a6c8
ObjectId(5b21605531765d2a2ce8b9d8),5b201dd340182d3e18c96f23,5b213ca82fa0bc25e428a6c5
ObjectId(5b21605331765d2a2ce8b9d6),5b201dd340182d3e18c96f23,5b213ca72fa0bc25e428a6c3
ObjectId(5b21605e31765d2a2ce8b9e4),5b201d9640182d3e18c96ef8,5b213cb62fa0bc25e428a6da
ObjectId(5b21605f31765d2a2ce8b9e6),5b201d9640182d3e18c96ef8,5b213cb42fa0bc25e428a6d8
ObjectId(5b21606031765d2a2ce8b9e7),5b201d9640182d3e18c96ef8,5b213cb12fa0bc25e428a6d3
ObjectId(5b21605d31765d2a2ce8b9e2),5b201d9640182d3e18c96ef8,5b213ca82fa0bc25e428a6c5
ObjectId(5b21605b31765d2a2ce8b9e0),5b201d9640182d3e18c96ef8,5b213ca72fa0bc25e428a6c3
ObjectId(5b21606831765d2a2ce8b9f1),5b201dc640182d3e18c96f1a,5b213cb42fa0bc25e428a6d8
ObjectId(5b21606731765d2a2ce8b9ef),5b201dc640182d3e18c96f1a,5b213cb22fa0bc25e428a6d4
ObjectId(5b21606531765d2a2ce8b9ed),5b201dc640182d3e18c96f1a,5b213ca82fa0bc25e428a6c5
ObjectId(5b21606431765d2a2ce8b9eb),5b201dc640182d3e18c96f1a,5b213ca82fa0bc25e428a6c4
ObjectId(5b21606231765d2a2ce8b9e9),5b201dc640182d3e18c96f1a,5b213ca72fa0bc25e428a6c3
ObjectId(5b21606b31765d2a2ce8b9f5),5b201e0940182d3e18c96f49,5b213cb42fa0bc25e428a6d8
ObjectId(5b21606d31765d2a2ce8b9f7),5b201e0940182d3e18c96f49,5b213cb32fa0bc25e428a6d6
ObjectId(5b21606931765d2a2ce8b9f3),5b201e0940182d3e18c96f49,5b213cad2fa0bc25e428a6cd
ObjectId(5b21607131765d2a2ce8b9fd),5b201e7d40182d3e18c96f8c,5b213cb62fa0bc25e428a6da
ObjectId(5b21607431765d2a2ce8ba01),5b201e7d40182d3e18c96f8c,5b213cb12fa0bc25e428a6d3
ObjectId(5b21607331765d2a2ce8b9ff),5b201e7d40182d3e18c96f8c,5b213cac2fa0bc25e428a6cb
ObjectId(5b21607631765d2a2ce8ba02),5b201e7d40182d3e18c96f8c,5b213cab2fa0bc25e428a6c9
ObjectId(5b21606f31765d2a2ce8b9fb),5b201e7d40182d3e18c96f8c,5b213ca82fa0bc25e428a6c5
ObjectId(5b21606e31765d2a2ce8b9f9),5b201e7d40182d3e18c96f8c,5b213ca72fa0bc25e428a6c3
ObjectId(5b21607831765d2a2ce8ba06),5b201d8640182d3e18c96eed,5b213cac2fa0bc25e428a6cb
ObjectId(5b21607a31765d2a2ce8ba08),5b201d8640182d3e18c96eed,5b213caa2fa0bc25e428a6c8
ObjectId(5b21607731765d2a2ce8ba04),5b201d8640182d3e18c96eed,5b213ca72fa0bc25e428a6c3
ObjectId(5b21608131765d2a2ce8ba10),5b201d8a40182d3e18c96eef,5b213cb62fa0bc25e428a6da
ObjectId(5b21607e31765d2a2ce8ba0e),5b201d8a40182d3e18c96eef,5b213cb22fa0bc25e428a6d4
ObjectId(5b21607d31765d2a2ce8ba0c),5b201d8a40182d3e18c96eef,5b213ca82fa0bc25e428a6c4
ObjectId(5b21607c31765d2a2ce8ba0a),5b201d8a40182d3e18c96eef,5b213ca72fa0bc25e428a6c3
ObjectId(5b21608631765d2a2ce8ba18),5b201e1b40182d3e18c96f53,5b213cb42fa0bc25e428a6d8
ObjectId(5b21608531765d2a2ce8ba16),5b201e1b40182d3e18c96f53,5b213cae2fa0bc25e428a6cf
ObjectId(5b21608831765d2a2ce8ba1a),5b201e1b40182d3e18c96f53,5b213cab2fa0bc25e428a6c9
ObjectId(5b21608431765d2a2ce8ba14),5b201e1b40182d3e18c96f53,5b213ca82fa0bc25e428a6c4
ObjectId(5b21608231765d2a2ce8ba12),5b201e1b40182d3e18c96f53,5b213ca72fa0bc25e428a6c3
ObjectId(5b21608c31765d2a2ce8ba20),5b201e9140182d3e18c96f93,5b213cb52fa0bc25e428a6d9
ObjectId(5b21608f31765d2a2ce8ba24),5b201e9140182d3e18c96f93,5b213cb02fa0bc25e428a6d2
ObjectId(5b21608d31765d2a2ce8ba22),5b201e9140182d3e18c96f93,5b213cac2fa0bc25e428a6cb
ObjectId(5b21609131765d2a2ce8ba25),5b201e9140182d3e18c96f93,5b213cab2fa0bc25e428a6c9
ObjectId(5b21608b31765d2a2ce8ba1e),5b201e9140182d3e18c96f93,5b213ca82fa0bc25e428a6c5
ObjectId(5b21608931765d2a2ce8ba1c),5b201e9140182d3e18c96f93,5b213ca72fa0bc25e428a6c3
ObjectId(5b21609331765d2a2ce8ba29),5b201e7340182d3e18c96f87,5b213cab2fa0bc25e428a6ca
ObjectId(5b21609231765d2a2ce8ba27),5b201e7340182d3e18c96f87,5b213caa2fa0bc25e428a6c8
ObjectId(5b21609931765d2a2ce8ba31),5b201da940182d3e18c96f06,5b213cb42fa0bc25e428a6d8
ObjectId(5b21609831765d2a2ce8ba2f),5b201da940182d3e18c96f06,5b213cac2fa0bc25e428a6cb
ObjectId(5b21609731765d2a2ce8ba2d),5b201da940182d3e18c96f06,5b213ca82fa0bc25e428a6c5
ObjectId(5b21609531765d2a2ce8ba2b),5b201da940182d3e18c96f06,5b213ca82fa0bc25e428a6c4
ObjectId(5b21609c31765d2a2ce8ba35),5b201df240182d3e18c96f39,5b213cae2fa0bc25e428a6ce
ObjectId(5b21609b31765d2a2ce8ba33),5b201df240182d3e18c96f39,5b213ca92fa0bc25e428a6c6
ObjectId(5b2160a231765d2a2ce8ba3d),5b201e7540182d3e18c96f88,5b213cb42fa0bc25e428a6d7
ObjectId(5b2160a131765d2a2ce8ba3b),5b201e7540182d3e18c96f88,5b213cb22fa0bc25e428a6d4
ObjectId(5b21609f31765d2a2ce8ba39),5b201e7540182d3e18c96f88,5b213ca82fa0bc25e428a6c4
ObjectId(5b21609e31765d2a2ce8ba37),5b201e7540182d3e18c96f88,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160a731765d2a2ce8ba42),5b201dd140182d3e18c96f22,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160a631765d2a2ce8ba40),5b201dd140182d3e18c96f22,5b213ca92fa0bc25e428a6c6
ObjectId(5b2160a431765d2a2ce8ba3e),5b201dd140182d3e18c96f22,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160ab31765d2a2ce8ba48),5b201da040182d3e18c96eff,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160aa31765d2a2ce8ba46),5b201da040182d3e18c96eff,5b213caa2fa0bc25e428a6c8
ObjectId(5b2160a831765d2a2ce8ba44),5b201da040182d3e18c96eff,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160b031765d2a2ce8ba4e),5b201df340182d3e18c96f3a,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160ae31765d2a2ce8ba4c),5b201df340182d3e18c96f3a,5b213ca82fa0bc25e428a6c4
ObjectId(5b2160ad31765d2a2ce8ba4a),5b201df340182d3e18c96f3a,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160b631765d2a2ce8ba56),5b201e0a40182d3e18c96f4a,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160b431765d2a2ce8ba54),5b201e0a40182d3e18c96f4a,5b213cb22fa0bc25e428a6d4
ObjectId(5b2160b331765d2a2ce8ba52),5b201e0a40182d3e18c96f4a,5b213ca82fa0bc25e428a6c4
ObjectId(5b2160b131765d2a2ce8ba50),5b201e0a40182d3e18c96f4a,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160bc31765d2a2ce8ba5d),5b201e0c40182d3e18c96f4b,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160ba31765d2a2ce8ba5b),5b201e0c40182d3e18c96f4b,5b213cb22fa0bc25e428a6d4
ObjectId(5b2160b831765d2a2ce8ba59),5b201e0c40182d3e18c96f4b,5b213ca82fa0bc25e428a6c4
ObjectId(5b2160b731765d2a2ce8ba57),5b201e0c40182d3e18c96f4b,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160bf31765d2a2ce8ba61),5b201e1140182d3e18c96f4f,5b213cb52fa0bc25e428a6d9
ObjectId(5b2160c331765d2a2ce8ba65),5b201e1140182d3e18c96f4f,5b213cb02fa0bc25e428a6d2
ObjectId(5b2160c131765d2a2ce8ba63),5b201e1140182d3e18c96f4f,5b213cac2fa0bc25e428a6cb
ObjectId(5b2160be31765d2a2ce8ba5f),5b201e1140182d3e18c96f4f,5b213ca92fa0bc25e428a6c6
ObjectId(5b2160c831765d2a2ce8ba6d),5b201e2940182d3e18c96f5d,5b213cb22fa0bc25e428a6d4
ObjectId(5b2160c731765d2a2ce8ba6b),5b201e2940182d3e18c96f5d,5b213cae2fa0bc25e428a6cf
ObjectId(5b2160ca31765d2a2ce8ba6f),5b201e2940182d3e18c96f5d,5b213cab2fa0bc25e428a6c9
ObjectId(5b2160c631765d2a2ce8ba69),5b201e2940182d3e18c96f5d,5b213ca82fa0bc25e428a6c5
ObjectId(5b2160c431765d2a2ce8ba67),5b201e2940182d3e18c96f5d,5b213ca82fa0bc25e428a6c4
ObjectId(5b2160ce31765d2a2ce8ba75),5b201e2c40182d3e18c96f5f,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160d031765d2a2ce8ba77),5b201e2c40182d3e18c96f5f,5b213cab2fa0bc25e428a6c9
ObjectId(5b2160cd31765d2a2ce8ba73),5b201e2c40182d3e18c96f5f,5b213ca82fa0bc25e428a6c4
ObjectId(5b2160cc31765d2a2ce8ba71),5b201e2c40182d3e18c96f5f,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160d531765d2a2ce8ba7d),5b201e5140182d3e18c96f77,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160d631765d2a2ce8ba7e),5b201e5140182d3e18c96f77,5b213cab2fa0bc25e428a6c9
ObjectId(5b2160d331765d2a2ce8ba7b),5b201e5140182d3e18c96f77,5b213ca92fa0bc25e428a6c6
ObjectId(5b2160d231765d2a2ce8ba79),5b201e5140182d3e18c96f77,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160d931765d2a2ce8ba82),5b201e9540182d3e18c96f96,5b213cb22fa0bc25e428a6d4
ObjectId(5b2160d731765d2a2ce8ba80),5b201e9540182d3e18c96f96,5b213ca92fa0bc25e428a6c6
ObjectId(5b2160dc31765d2a2ce8ba86),5b201d9b40182d3e18c96efc,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160dd31765d2a2ce8ba88),5b201d9b40182d3e18c96efc,5b213cb32fa0bc25e428a6d6
ObjectId(5b2160db31765d2a2ce8ba84),5b201d9b40182d3e18c96efc,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160e531765d2a2ce8ba92),5b201d6b40182d3e18c96ed8,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160e131765d2a2ce8ba8c),5b201d6b40182d3e18c96ed8,5b213cb42fa0bc25e428a6d7
ObjectId(5b2160e231765d2a2ce8ba8e),5b201d6b40182d3e18c96ed8,5b213cad2fa0bc25e428a6cd
ObjectId(5b2160e431765d2a2ce8ba90),5b201d6b40182d3e18c96ed8,5b213caa2fa0bc25e428a6c8
ObjectId(5b2160df31765d2a2ce8ba8a),5b201d6b40182d3e18c96ed8,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160e831765d2a2ce8ba96),5b201d6d40182d3e18c96eda,5b213cb52fa0bc25e428a6d9
ObjectId(5b2160eb31765d2a2ce8ba99),5b201d6d40182d3e18c96eda,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160e931765d2a2ce8ba97),5b201d6d40182d3e18c96eda,5b213cac2fa0bc25e428a6cb
ObjectId(5b2160ec31765d2a2ce8ba9b),5b201d6d40182d3e18c96eda,5b213cab2fa0bc25e428a6c9
ObjectId(5b2160e731765d2a2ce8ba94),5b201d6d40182d3e18c96eda,5b213ca82fa0bc25e428a6c4
ObjectId(5b2160f131765d2a2ce8baa1),5b201d7d40182d3e18c96ee6,5b213cb42fa0bc25e428a6d7
ObjectId(5b2160f531765d2a2ce8baa5),5b201d7d40182d3e18c96ee6,5b213caf2fa0bc25e428a6d0
ObjectId(5b2160f231765d2a2ce8baa3),5b201d7d40182d3e18c96ee6,5b213cad2fa0bc25e428a6cd
ObjectId(5b2160ef31765d2a2ce8ba9f),5b201d7d40182d3e18c96ee6,5b213ca92fa0bc25e428a6c6
ObjectId(5b2160ee31765d2a2ce8ba9d),5b201d7d40182d3e18c96ee6,5b213ca82fa0bc25e428a6c5
ObjectId(5b2160f931765d2a2ce8baab),5b201d8040182d3e18c96ee8,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160f831765d2a2ce8baa9),5b201d8040182d3e18c96ee8,5b213ca82fa0bc25e428a6c5
ObjectId(5b2160f631765d2a2ce8baa7),5b201d8040182d3e18c96ee8,5b213ca72fa0bc25e428a6c3
ObjectId(5b2160fd31765d2a2ce8bab0),5b201d8340182d3e18c96eea,5b213cb42fa0bc25e428a6d8
ObjectId(5b2160ff31765d2a2ce8bab2),5b201d8340182d3e18c96eea,5b213cb32fa0bc25e428a6d6
ObjectId(5b2160fc31765d2a2ce8baae),5b201d8340182d3e18c96eea,5b213cad2fa0bc25e428a6cd
ObjectId(5b2160fa31765d2a2ce8baac),5b201d8340182d3e18c96eea,5b213ca82fa0bc25e428a6c5
ObjectId(5b21610531765d2a2ce8baba),5b201d6c40182d3e18c96ed9,5b213cb42fa0bc25e428a6d8
ObjectId(5b21610231765d2a2ce8bab6),5b201d6c40182d3e18c96ed9,5b213cb42fa0bc25e428a6d7
ObjectId(5b21610331765d2a2ce8bab8),5b201d6c40182d3e18c96ed9,5b213cb32fa0bc25e428a6d6
ObjectId(5b21610131765d2a2ce8bab4),5b201d6c40182d3e18c96ed9,5b213ca82fa0bc25e428a6c5
ObjectId(5b21610b31765d2a2ce8bac2),5b201d7140182d3e18c96edd,5b213cb42fa0bc25e428a6d7
ObjectId(5b21610a31765d2a2ce8bac0),5b201d7140182d3e18c96edd,5b213cb22fa0bc25e428a6d4
ObjectId(5b21610831765d2a2ce8babe),5b201d7140182d3e18c96edd,5b213ca82fa0bc25e428a6c5
ObjectId(5b21610731765d2a2ce8babc),5b201d7140182d3e18c96edd,5b213ca72fa0bc25e428a6c3
ObjectId(5b21610f31765d2a2ce8bac6),5b201d7240182d3e18c96ede,5b213cb32fa0bc25e428a6d5
ObjectId(5b21611031765d2a2ce8bac8),5b201d7240182d3e18c96ede,5b213caa2fa0bc25e428a6c8
ObjectId(5b21610d31765d2a2ce8bac4),5b201d7240182d3e18c96ede,5b213ca72fa0bc25e428a6c3
ObjectId(5b21611231765d2a2ce8bacc),5b201d7540182d3e18c96ee0,5b213cb42fa0bc25e428a6d8
ObjectId(5b21611431765d2a2ce8bacd),5b201d7540182d3e18c96ee0,5b213cb32fa0bc25e428a6d6
ObjectId(5b21611131765d2a2ce8baca),5b201d7540182d3e18c96ee0,5b213cad2fa0bc25e428a6cd
ObjectId(5b21611731765d2a2ce8bad1),5b201d7840182d3e18c96ee2,5b213cb62fa0bc25e428a6db
