5b201d6840182d3e18c96ed6,3D Kanojo: Real girl,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ID_173.jpg
5b201d6a40182d3e18c96ed7,91 Days,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ID_21.jpg
5b201d6b40182d3e18c96ed8,Accel World,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,ID_52.jpg
5b201d6c40182d3e18c96ed9,Aho Girl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,ID_57.jpg
5b201d6d40182d3e18c96eda,Ajin,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ID_53.jpg
5b201d6e40182d3e18c96edb,Ajin S2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ID_175.jpg
5b201d7040182d3e18c96edc,Akame ga Kill!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ID_18.jpg
5b201d7140182d3e18c96edd,Akatsuki no Yona,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,ID_58.jpg
5b201d7240182d3e18c96ede,Aldnoah Zero,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ID_59.jpg
5b201d7440182d3e18c96edf,Aldnoah Zero S2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ID_174.jpg
5b201d7540182d3e18c96ee0,All Out!!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,ID_60.jpg
5b201d7640182d3e18c96ee1,Amaama to Inazuma,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ID_186.jpg
5b201d7840182d3e18c96ee2,Amagi Brilliant Park,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ID_61.jpg
5b201d7940182d3e18c96ee3,Angel Beats,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ID_183.jpg
5b201d7a40182d3e18c96ee4,Ansatsu Kyoushitsu,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ID_176.jpg
5b201d7c40182d3e18c96ee5,Ansatsu Kyoushitsu S2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ID_177.jpg
5b201d7d40182d3e18c96ee6,Ao haru ride,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,ID_54.jpg
5b201d7e40182d3e18c96ee7,Ao no Exorcist: Kyoto Fujouou-hen,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,ID_178.jpg
5b201d8040182d3e18c96ee8,Aoharu x Kikanjuu,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ID_55.jpg
